id,room,temperature,created_at
16176,C,24.41,2025-02-26 03:45:00
16177,A,23.65,2025-02-26 04:00:00
16178,B,22.5,2025-02-26 04:00:00
16179,C,25.49,2025-02-26 04:00:00
16180,A,23.75,2025-02-26 04:15:00
16181,B,23.0,2025-02-26 04:15:00
16182,C,25.65,2025-02-26 04:15:00
16183,A,23.38,2025-02-26 04:30:00
16184,B,20.95,2025-02-26 04:30:00
16185,C,26.72,2025-02-26 04:30:00
16186,A,25.67,2025-02-26 04:45:00
16187,B,22.89,2025-02-26 04:45:00
16188,C,24.05,2025-02-26 04:45:00
16189,A,24.35,2025-02-26 05:00:00
16190,B,24.19,2025-02-26 05:00:00
16191,C,26.46,2025-02-26 05:00:00
16192,A,24.54,2025-02-26 05:15:00
16193,B,23.91,2025-02-26 05:15:00
16194,C,25.92,2025-02-26 05:15:00
16195,A,24.57,2025-02-26 05:30:00
16196,B,24.21,2025-02-26 05:30:00
16197,C,25.69,2025-02-26 05:30:00
16198,A,27.24,2025-02-26 05:45:00
16199,B,23.13,2025-02-26 05:45:00
16200,C,24.1,2025-02-26 05:45:00
16201,A,25.19,2025-02-26 06:00:00
16202,B,24.11,2025-02-26 06:00:00
16203,C,25.98,2025-02-26 06:00:00
16204,A,23.52,2025-02-26 06:15:00
16205,B,24.22,2025-02-26 06:15:00
16206,C,25.35,2025-02-26 06:15:00
16207,A,22.11,2025-02-26 06:30:00
16208,B,22.69,2025-02-26 06:30:00
16209,C,26.31,2025-02-26 06:30:00
16210,A,26.86,2025-02-26 06:45:00
16211,B,21.06,2025-02-26 06:45:00
16212,C,25.08,2025-02-26 06:45:00
16213,A,25.91,2025-02-26 07:00:00
16214,B,21.38,2025-02-26 07:00:00
16215,C,24.41,2025-02-26 07:00:00
16216,A,25.92,2025-02-26 07:15:00
16217,B,22.96,2025-02-26 07:15:00
16218,C,24.16,2025-02-26 07:15:00
16219,A,25.68,2025-02-26 07:30:00
16220,B,24.3,2025-02-26 07:30:00
16221,C,25.83,2025-02-26 07:30:00
16222,A,23.44,2025-02-26 07:45:00
16223,B,24.02,2025-02-26 07:45:00
16224,C,24.35,2025-02-26 07:45:00
16225,A,25.38,2025-02-26 08:00:00
16226,B,25.89,2025-02-26 08:00:00
16227,C,24.45,2025-02-26 08:00:00
16228,A,23.94,2025-02-26 08:15:00
16229,B,21.93,2025-02-26 08:15:00
16230,C,23.56,2025-02-26 08:15:00
16231,A,24.85,2025-02-26 08:30:00
16232,B,23.27,2025-02-26 08:30:00
16233,C,23.99,2025-02-26 08:30:00
16234,A,24.12,2025-02-26 08:45:00
16235,B,21.69,2025-02-26 08:45:00
16236,C,24.43,2025-02-26 08:45:00
16237,A,23.87,2025-02-26 09:00:00
16238,B,22.21,2025-02-26 09:00:00
16239,C,24.83,2025-02-26 09:00:00
16240,A,22.24,2025-02-26 09:15:00
16241,B,23.16,2025-02-26 09:15:00
16242,C,24.34,2025-02-26 09:15:00
16243,A,23.62,2025-02-26 09:30:00
16244,B,21.55,2025-02-26 09:30:00
16245,C,25.09,2025-02-26 09:30:00
16246,A,22.18,2025-02-26 09:45:00
16247,B,23.66,2025-02-26 09:45:00
16248,C,23.99,2025-02-26 09:45:00
16249,A,25.99,2025-02-26 10:00:00
16250,B,22.03,2025-02-26 10:00:00
16251,C,23.88,2025-02-26 10:00:00
16252,A,22.33,2025-02-26 10:15:00
16253,B,21.99,2025-02-26 10:15:00
16254,C,23.89,2025-02-26 10:15:00
16255,A,23.69,2025-02-26 10:30:00
16256,B,21.2,2025-02-26 10:30:00
16257,C,24.1,2025-02-26 10:30:00
16258,A,22.1,2025-02-26 10:45:00
16259,B,20.59,2025-02-26 10:45:00
16260,C,23.41,2025-02-26 10:45:00
16261,A,23.93,2025-02-26 11:00:00
16262,B,22.77,2025-02-26 11:00:00
16263,C,24.98,2025-02-26 11:00:00
16264,A,23.37,2025-02-26 11:15:00
16265,B,21.51,2025-02-26 11:15:00
16266,C,24.37,2025-02-26 11:15:00
16267,A,22.75,2025-02-26 11:30:00
16268,B,22.7,2025-02-26 11:30:00
16269,C,24.44,2025-02-26 11:30:00
16270,A,24.16,2025-02-26 11:45:00
16271,B,19.88,2025-02-26 11:45:00
16272,C,23.64,2025-02-26 11:45:00
16273,A,21.46,2025-02-26 12:00:00
16274,B,21.28,2025-02-26 12:00:00
16275,C,24.3,2025-02-26 12:00:00
16276,A,24.27,2025-02-26 12:15:00
16277,B,21.08,2025-02-26 12:15:00
16278,C,22.38,2025-02-26 12:15:00
16279,A,22.69,2025-02-26 12:30:00
16280,B,21.61,2025-02-26 12:30:00
16281,C,25.03,2025-02-26 12:30:00
16282,A,22.75,2025-02-26 12:45:00
16283,B,20.47,2025-02-26 12:45:00
16284,C,25.19,2025-02-26 12:45:00
16285,A,24.72,2025-02-26 13:00:00
16286,B,23.93,2025-02-26 13:00:00
16287,C,24.27,2025-02-26 13:00:00
16288,A,22.5,2025-02-26 13:15:00
16289,B,20.6,2025-02-26 13:15:00
16290,C,23.63,2025-02-26 13:15:00
16291,A,23.2,2025-02-26 13:30:00
16292,B,21.59,2025-02-26 13:30:00
16293,C,23.22,2025-02-26 13:30:00
16294,A,22.99,2025-02-26 13:45:00
16295,B,21.98,2025-02-26 13:45:00
16296,C,24.26,2025-02-26 13:45:00
16297,A,24.35,2025-02-26 14:00:00
16298,B,22.62,2025-02-26 14:00:00
16299,C,26.57,2025-02-26 14:00:00
16300,A,22.39,2025-02-26 14:15:00
16301,B,22.03,2025-02-26 14:15:00
16302,C,23.48,2025-02-26 14:15:00
16303,A,23.22,2025-02-26 14:30:00
16304,B,20.04,2025-02-26 14:30:00
16305,C,23.65,2025-02-26 14:30:00
16306,A,24.47,2025-02-26 14:45:00
16307,B,22.82,2025-02-26 14:45:00
16308,C,23.98,2025-02-26 14:45:00
16309,A,23.45,2025-02-26 15:00:00
16310,B,23.47,2025-02-26 15:00:00
16311,C,22.76,2025-02-26 15:00:00
16312,A,23.23,2025-02-26 15:15:00
16313,B,23.03,2025-02-26 15:15:00
16314,C,25.66,2025-02-26 15:15:00
16315,A,21.44,2025-02-26 15:30:00
16316,B,20.7,2025-02-26 15:30:00
16317,C,22.43,2025-02-26 15:30:00
16318,A,21.78,2025-02-26 15:45:00
16319,B,22.54,2025-02-26 15:45:00
16320,C,24.05,2025-02-26 15:45:00
16321,A,23.53,2025-02-26 16:00:00
16322,B,18.91,2025-02-26 16:00:00
16323,C,22.65,2025-02-26 16:00:00
16324,A,19.87,2025-02-26 16:15:00
16325,B,20.0,2025-02-26 16:15:00
16326,C,22.87,2025-02-26 16:15:00
16327,A,22.5,2025-02-26 16:30:00
16328,B,20.47,2025-02-26 16:30:00
16329,C,24.84,2025-02-26 16:30:00
16330,A,23.46,2025-02-26 16:45:00
16331,B,21.84,2025-02-26 16:45:00
16332,C,23.02,2025-02-26 16:45:00
16333,A,22.18,2025-02-26 17:00:00
16334,B,20.14,2025-02-26 17:00:00
16335,C,23.28,2025-02-26 17:00:00
16336,A,21.44,2025-02-26 17:15:00
16337,B,20.1,2025-02-26 17:15:00
16338,C,23.52,2025-02-26 17:15:00
16339,A,21.02,2025-02-26 17:30:00
16340,B,21.99,2025-02-26 17:30:00
16341,C,22.49,2025-02-26 17:30:00
16342,A,22.32,2025-02-26 17:45:00
16343,B,21.53,2025-02-26 17:45:00
16344,C,22.94,2025-02-26 17:45:00
16345,A,23.39,2025-02-26 18:00:00
16346,B,19.13,2025-02-26 18:00:00
16347,C,22.7,2025-02-26 18:00:00
16348,A,21.14,2025-02-26 18:15:00
16349,B,22.45,2025-02-26 18:15:00
16350,C,22.67,2025-02-26 18:15:00
16351,A,21.34,2025-02-26 18:30:00
16352,B,22.17,2025-02-26 18:30:00
16353,C,22.59,2025-02-26 18:30:00
16354,A,21.41,2025-02-26 18:45:00
16355,B,19.98,2025-02-26 18:45:00
16356,C,23.04,2025-02-26 18:45:00
16357,A,23.11,2025-02-26 19:00:00
16358,B,22.25,2025-02-26 19:00:00
16359,C,24.39,2025-02-26 19:00:00
16360,A,23.81,2025-02-26 19:15:00
16361,B,21.63,2025-02-26 19:15:00
16362,C,22.65,2025-02-26 19:15:00
16363,A,21.7,2025-02-26 19:30:00
16364,B,21.38,2025-02-26 19:30:00
16365,C,24.91,2025-02-26 19:30:00
16366,A,23.93,2025-02-26 19:45:00
16367,B,16.15,2025-02-26 19:45:00
16368,C,24.24,2025-02-26 19:45:00
16369,A,20.72,2025-02-26 20:00:00
16370,B,18.68,2025-02-26 20:00:00
16371,C,23.16,2025-02-26 20:00:00
16372,A,21.76,2025-02-26 20:15:00
16373,B,21.11,2025-02-26 20:15:00
16374,C,23.46,2025-02-26 20:15:00
16375,A,23.3,2025-02-26 20:30:00
16376,B,23.51,2025-02-26 20:30:00
16377,C,22.14,2025-02-26 20:30:00
16378,A,21.99,2025-02-26 20:45:00
16379,B,18.06,2025-02-26 20:45:00
16380,C,21.78,2025-02-26 20:45:00
16381,A,21.09,2025-02-26 21:00:00
16382,B,23.0,2025-02-26 21:00:00
16383,C,24.26,2025-02-26 21:00:00
16384,A,22.8,2025-02-26 21:15:00
16385,B,23.34,2025-02-26 21:15:00
16386,C,24.31,2025-02-26 21:15:00
16387,A,21.7,2025-02-26 21:30:00
16388,B,23.93,2025-02-26 21:30:00
16389,C,22.25,2025-02-26 21:30:00
16390,A,24.04,2025-02-26 21:45:00
16391,B,21.46,2025-02-26 21:45:00
16392,C,22.94,2025-02-26 21:45:00
16393,A,23.17,2025-02-26 22:00:00
16394,B,24.19,2025-02-26 22:00:00
16395,C,23.41,2025-02-26 22:00:00
16396,A,23.09,2025-02-26 22:15:00
16397,B,23.05,2025-02-26 22:15:00
16398,C,22.91,2025-02-26 22:15:00
16399,A,22.6,2025-02-26 22:30:00
16400,B,21.95,2025-02-26 22:30:00
16401,C,22.65,2025-02-26 22:30:00
16402,A,23.89,2025-02-26 22:45:00
16403,B,23.2,2025-02-26 22:45:00
16404,C,23.43,2025-02-26 22:45:00
16405,A,23.62,2025-02-26 23:00:00
16406,B,21.06,2025-02-26 23:00:00
16407,C,24.51,2025-02-26 23:00:00
16408,A,22.2,2025-02-26 23:15:00
16409,B,25.42,2025-02-26 23:15:00
16410,C,23.8,2025-02-26 23:15:00
16411,A,21.62,2025-02-26 23:30:00
16412,B,21.7,2025-02-26 23:30:00
16413,C,22.91,2025-02-26 23:30:00
16414,A,23.07,2025-02-26 23:45:00
16415,B,24.15,2025-02-26 23:45:00
16416,C,22.67,2025-02-26 23:45:00
16417,A,23.68,2025-02-27 00:00:00
16418,B,23.59,2025-02-27 00:00:00
16419,C,22.94,2025-02-27 00:00:00
16420,A,23.37,2025-02-27 00:15:00
16421,B,22.14,2025-02-27 00:15:00
16422,C,24.21,2025-02-27 00:15:00
16423,A,23.75,2025-02-27 00:30:00
16424,B,22.28,2025-02-27 00:30:00
16425,C,23.27,2025-02-27 00:30:00
16426,A,24.2,2025-02-27 00:45:00
16427,B,21.36,2025-02-27 00:45:00
16428,C,25.34,2025-02-27 00:45:00
16429,A,24.7,2025-02-27 01:00:00
16430,B,21.72,2025-02-27 01:00:00
16431,C,23.34,2025-02-27 01:00:00
16432,A,21.98,2025-02-27 01:15:00
16433,B,20.56,2025-02-27 01:15:00
16434,C,23.57,2025-02-27 01:15:00
16435,A,23.68,2025-02-27 01:30:00
16436,B,23.58,2025-02-27 01:30:00
16437,C,24.33,2025-02-27 01:30:00
16438,A,22.11,2025-02-27 01:45:00
16439,B,22.19,2025-02-27 01:45:00
16440,C,23.49,2025-02-27 01:45:00
16441,A,23.75,2025-02-27 02:00:00
16442,B,23.15,2025-02-27 02:00:00
16443,C,25.23,2025-02-27 02:00:00
16444,A,22.92,2025-02-27 02:15:00
16445,B,25.51,2025-02-27 02:15:00
16446,C,24.25,2025-02-27 02:15:00
16447,A,23.49,2025-02-27 02:30:00
16448,B,23.27,2025-02-27 02:30:00
16449,C,23.78,2025-02-27 02:30:00
16450,A,24.81,2025-02-27 02:45:00
16451,B,19.85,2025-02-27 02:45:00
16452,C,24.34,2025-02-27 02:45:00
16453,A,23.91,2025-02-27 03:00:00
16454,B,24.05,2025-02-27 03:00:00
16455,C,24.64,2025-02-27 03:00:00
16456,A,23.56,2025-02-27 03:15:00
16457,B,24.08,2025-02-27 03:15:00
16458,C,23.8,2025-02-27 03:15:00
16459,A,23.5,2025-02-27 03:30:00
16460,B,24.02,2025-02-27 03:30:00
16461,C,25.14,2025-02-27 03:30:00
16462,A,23.74,2025-02-27 03:45:00
16463,B,24.12,2025-02-27 03:45:00
16464,C,25.06,2025-02-27 03:45:00
16465,A,24.05,2025-02-27 04:00:00
16466,B,22.16,2025-02-27 04:00:00
16467,C,23.85,2025-02-27 04:00:00
16468,A,23.06,2025-02-27 04:15:00
16469,B,23.84,2025-02-27 04:15:00
16470,C,25.98,2025-02-27 04:15:00
16471,A,25.41,2025-02-27 04:30:00
16472,B,22.97,2025-02-27 04:30:00
16473,C,25.84,2025-02-27 04:30:00
16474,A,23.64,2025-02-27 04:45:00
16475,B,23.06,2025-02-27 04:45:00
16476,C,24.95,2025-02-27 04:45:00
16477,A,24.46,2025-02-27 05:00:00
16478,B,23.29,2025-02-27 05:00:00
16479,C,24.87,2025-02-27 05:00:00
16480,A,24.96,2025-02-27 05:15:00
16481,B,20.21,2025-02-27 05:15:00
16482,C,26.08,2025-02-27 05:15:00
16483,A,24.56,2025-02-27 05:30:00
16484,B,24.2,2025-02-27 05:30:00
16485,C,23.84,2025-02-27 05:30:00
16486,A,27.04,2025-02-27 05:45:00
16487,B,23.28,2025-02-27 05:45:00
16488,C,24.49,2025-02-27 05:45:00
16489,A,24.56,2025-02-27 06:00:00
16490,B,24.61,2025-02-27 06:00:00
16491,C,25.08,2025-02-27 06:00:00
16492,A,25.32,2025-02-27 06:15:00
16493,B,21.57,2025-02-27 06:15:00
16494,C,26.19,2025-02-27 06:15:00
16495,A,24.08,2025-02-27 06:30:00
16496,B,21.9,2025-02-27 06:30:00
16497,C,25.99,2025-02-27 06:30:00
16498,A,23.47,2025-02-27 06:45:00
16499,B,22.3,2025-02-27 06:45:00
16500,C,24.06,2025-02-27 06:45:00
16501,A,24.11,2025-02-27 07:00:00
16502,B,22.96,2025-02-27 07:00:00
16503,C,23.83,2025-02-27 07:00:00
16504,A,23.97,2025-02-27 07:15:00
16505,B,22.89,2025-02-27 07:15:00
16506,C,25.02,2025-02-27 07:15:00
16507,A,26.57,2025-02-27 07:30:00
16508,B,19.98,2025-02-27 07:30:00
16509,C,24.19,2025-02-27 07:30:00
16510,A,24.73,2025-02-27 07:45:00
16511,B,21.43,2025-02-27 07:45:00
16512,C,24.16,2025-02-27 07:45:00
16513,A,24.04,2025-02-27 08:00:00
16514,B,24.13,2025-02-27 08:00:00
16515,C,25.38,2025-02-27 08:00:00
16516,A,25.56,2025-02-27 08:15:00
16517,B,23.72,2025-02-27 08:15:00
16518,C,23.84,2025-02-27 08:15:00
16519,A,23.52,2025-02-27 08:30:00
16520,B,23.89,2025-02-27 08:30:00
16521,C,23.9,2025-02-27 08:30:00
16522,A,24.56,2025-02-27 08:45:00
16523,B,23.22,2025-02-27 08:45:00
16524,C,25.03,2025-02-27 08:45:00
16525,A,24.41,2025-02-27 09:00:00
16526,B,21.33,2025-02-27 09:00:00
16527,C,23.82,2025-02-27 09:00:00
16528,A,23.76,2025-02-27 09:15:00
16529,B,23.07,2025-02-27 09:15:00
16530,C,23.91,2025-02-27 09:15:00
16531,A,25.79,2025-02-27 09:30:00
16532,B,23.89,2025-02-27 09:30:00
16533,C,23.69,2025-02-27 09:30:00
16534,A,25.53,2025-02-27 09:45:00
16535,B,21.92,2025-02-27 09:45:00
16536,C,24.56,2025-02-27 09:45:00
16537,A,25.88,2025-02-27 10:00:00
16538,B,24.77,2025-02-27 10:00:00
16539,C,25.1,2025-02-27 10:00:00
16540,A,23.6,2025-02-27 10:15:00
16541,B,21.31,2025-02-27 10:15:00
16542,C,24.5,2025-02-27 10:15:00
16543,A,25.44,2025-02-27 10:30:00
16544,B,20.18,2025-02-27 10:30:00
16545,C,24.89,2025-02-27 10:30:00
16546,A,24.02,2025-02-27 10:45:00
16547,B,22.89,2025-02-27 10:45:00
16548,C,26.01,2025-02-27 10:45:00
16549,A,23.87,2025-02-27 11:00:00
16550,B,20.71,2025-02-27 11:00:00
16551,C,24.23,2025-02-27 11:00:00
16552,A,25.54,2025-02-27 11:15:00
16553,B,22.84,2025-02-27 11:15:00
16554,C,23.86,2025-02-27 11:15:00
16555,A,21.23,2025-02-27 11:30:00
16556,B,20.53,2025-02-27 11:30:00
16557,C,23.36,2025-02-27 11:30:00
16558,A,22.53,2025-02-27 11:45:00
16559,B,24.36,2025-02-27 11:45:00
16560,C,23.48,2025-02-27 11:45:00
16561,A,24.67,2025-02-27 12:00:00
16562,B,24.15,2025-02-27 12:00:00
16563,C,23.14,2025-02-27 12:00:00
16564,A,22.69,2025-02-27 12:15:00
16565,B,20.22,2025-02-27 12:15:00
16566,C,24.9,2025-02-27 12:15:00
16567,A,22.13,2025-02-27 12:30:00
16568,B,23.01,2025-02-27 12:30:00
16569,C,24.06,2025-02-27 12:30:00
16570,A,24.93,2025-02-27 12:45:00
16571,B,20.03,2025-02-27 12:45:00
16572,C,24.85,2025-02-27 12:45:00
16573,A,24.28,2025-02-27 13:00:00
16574,B,22.21,2025-02-27 13:00:00
16575,C,24.39,2025-02-27 13:00:00
16576,A,23.19,2025-02-27 13:15:00
16577,B,23.08,2025-02-27 13:15:00
16578,C,22.83,2025-02-27 13:15:00
16579,A,25.05,2025-02-27 13:30:00
16580,B,19.48,2025-02-27 13:30:00
16581,C,22.78,2025-02-27 13:30:00
16582,A,21.88,2025-02-27 13:45:00
16583,B,23.29,2025-02-27 13:45:00
16584,C,24.02,2025-02-27 13:45:00
16585,A,23.83,2025-02-27 14:00:00
16586,B,21.92,2025-02-27 14:00:00
16587,C,23.25,2025-02-27 14:00:00
16588,A,25.41,2025-02-27 14:15:00
16589,B,20.9,2025-02-27 14:15:00
16590,C,25.44,2025-02-27 14:15:00
16591,A,24.05,2025-02-27 14:30:00
16592,B,19.58,2025-02-27 14:30:00
16593,C,23.61,2025-02-27 14:30:00
16594,A,24.38,2025-02-27 14:45:00
16595,B,20.93,2025-02-27 14:45:00
16596,C,23.74,2025-02-27 14:45:00
16597,A,21.31,2025-02-27 15:00:00
16598,B,23.11,2025-02-27 15:00:00
16599,C,24.01,2025-02-27 15:00:00
16600,A,22.86,2025-02-27 15:15:00
16601,B,22.89,2025-02-27 15:15:00
16602,C,24.17,2025-02-27 15:15:00
16603,A,21.31,2025-02-27 15:30:00
16604,B,21.0,2025-02-27 15:30:00
16605,C,22.79,2025-02-27 15:30:00
16606,A,23.28,2025-02-27 15:45:00
16607,B,20.97,2025-02-27 15:45:00
16608,C,24.1,2025-02-27 15:45:00
16609,A,23.06,2025-02-27 16:00:00
16610,B,20.08,2025-02-27 16:00:00
16611,C,23.86,2025-02-27 16:00:00
16612,A,22.3,2025-02-27 16:15:00
16613,B,20.03,2025-02-27 16:15:00
16614,C,24.38,2025-02-27 16:15:00
16615,A,20.89,2025-02-27 16:30:00
16616,B,18.48,2025-02-27 16:30:00
16617,C,26.15,2025-02-27 16:30:00
16618,A,21.5,2025-02-27 16:45:00
16619,B,19.6,2025-02-27 16:45:00
16620,C,22.44,2025-02-27 16:45:00
16621,A,22.72,2025-02-27 17:00:00
16622,B,19.26,2025-02-27 17:00:00
16623,C,22.2,2025-02-27 17:00:00
16624,A,21.45,2025-02-27 17:15:00
16625,B,20.89,2025-02-27 17:15:00
16626,C,24.89,2025-02-27 17:15:00
16627,A,23.01,2025-02-27 17:30:00
16628,B,21.79,2025-02-27 17:30:00
16629,C,24.89,2025-02-27 17:30:00
16630,A,20.97,2025-02-27 17:45:00
16631,B,21.22,2025-02-27 17:45:00
16632,C,23.77,2025-02-27 17:45:00
16633,A,22.39,2025-02-27 18:00:00
16634,B,21.34,2025-02-27 18:00:00
16635,C,23.17,2025-02-27 18:00:00
16636,A,25.1,2025-02-27 18:15:00
16637,B,20.37,2025-02-27 18:15:00
16638,C,23.25,2025-02-27 18:15:00
16639,A,22.06,2025-02-27 18:30:00
16640,B,19.75,2025-02-27 18:30:00
16641,C,23.13,2025-02-27 18:30:00
16642,A,23.97,2025-02-27 18:45:00
16643,B,22.77,2025-02-27 18:45:00
16644,C,22.02,2025-02-27 18:45:00
16645,A,21.33,2025-02-27 19:00:00
16646,B,19.98,2025-02-27 19:00:00
16647,C,23.33,2025-02-27 19:00:00
16648,A,21.53,2025-02-27 19:15:00
16649,B,20.36,2025-02-27 19:15:00
16650,C,21.96,2025-02-27 19:15:00
16651,A,23.42,2025-02-27 19:30:00
16652,B,20.62,2025-02-27 19:30:00
16653,C,22.48,2025-02-27 19:30:00
16654,A,21.23,2025-02-27 19:45:00
16655,B,19.42,2025-02-27 19:45:00
16656,C,22.27,2025-02-27 19:45:00
16657,A,22.94,2025-02-27 20:00:00
16658,B,19.38,2025-02-27 20:00:00
16659,C,24.1,2025-02-27 20:00:00
16660,A,23.65,2025-02-27 20:15:00
16661,B,22.58,2025-02-27 20:15:00
16662,C,21.57,2025-02-27 20:15:00
16663,A,21.85,2025-02-27 20:30:00
16664,B,20.6,2025-02-27 20:30:00
16665,C,22.62,2025-02-27 20:30:00
16666,A,22.68,2025-02-27 20:45:00
16667,B,19.7,2025-02-27 20:45:00
16668,C,22.79,2025-02-27 20:45:00
16669,A,23.76,2025-02-27 21:00:00
16670,B,20.48,2025-02-27 21:00:00
16671,C,24.8,2025-02-27 21:00:00
16672,A,22.44,2025-02-27 21:15:00
16673,B,19.91,2025-02-27 21:15:00
16674,C,23.24,2025-02-27 21:15:00
16675,A,22.38,2025-02-27 21:30:00
16676,B,20.09,2025-02-27 21:30:00
16677,C,23.35,2025-02-27 21:30:00
16678,A,23.95,2025-02-27 21:45:00
16679,B,20.36,2025-02-27 21:45:00
16680,C,22.46,2025-02-27 21:45:00
16681,A,24.11,2025-02-27 22:00:00
16682,B,22.05,2025-02-27 22:00:00
16683,C,23.03,2025-02-27 22:00:00
16684,A,24.21,2025-02-27 22:15:00
16685,B,19.83,2025-02-27 22:15:00
16686,C,23.49,2025-02-27 22:15:00
16687,A,21.61,2025-02-27 22:30:00
16688,B,20.82,2025-02-27 22:30:00
16689,C,24.3,2025-02-27 22:30:00
16690,A,25.04,2025-02-27 22:45:00
16691,B,22.46,2025-02-27 22:45:00
16692,C,24.41,2025-02-27 22:45:00
16693,A,23.08,2025-02-27 23:00:00
16694,B,21.78,2025-02-27 23:00:00
16695,C,24.27,2025-02-27 23:00:00
16696,A,23.17,2025-02-27 23:15:00
16697,B,20.37,2025-02-27 23:15:00
16698,C,23.85,2025-02-27 23:15:00
16699,A,25.62,2025-02-27 23:30:00
16700,B,21.06,2025-02-27 23:30:00
16701,C,23.75,2025-02-27 23:30:00
16702,A,23.85,2025-02-27 23:45:00
16703,B,20.88,2025-02-27 23:45:00
16704,C,24.04,2025-02-27 23:45:00
16705,A,21.52,2025-02-28 00:00:00
16706,B,21.13,2025-02-28 00:00:00
16707,C,22.02,2025-02-28 00:00:00
16708,A,21.28,2025-02-28 00:15:00
16709,B,23.8,2025-02-28 00:15:00
16710,C,23.45,2025-02-28 00:15:00
16711,A,24.22,2025-02-28 00:30:00
16712,B,21.67,2025-02-28 00:30:00
16713,C,24.73,2025-02-28 00:30:00
16714,A,22.41,2025-02-28 00:45:00
16715,B,21.92,2025-02-28 00:45:00
16716,C,23.37,2025-02-28 00:45:00
16717,A,22.44,2025-02-28 01:00:00
16718,B,20.75,2025-02-28 01:00:00
16719,C,25.32,2025-02-28 01:00:00
16720,A,25.05,2025-02-28 01:15:00
16721,B,21.68,2025-02-28 01:15:00
16722,C,26.32,2025-02-28 01:15:00
16723,A,23.02,2025-02-28 01:30:00
16724,B,23.3,2025-02-28 01:30:00
16725,C,24.94,2025-02-28 01:30:00
16726,A,23.07,2025-02-28 01:45:00
16727,B,21.12,2025-02-28 01:45:00
16728,C,24.7,2025-02-28 01:45:00
16729,A,23.51,2025-02-28 02:00:00
16730,B,22.34,2025-02-28 02:00:00
16731,C,24.81,2025-02-28 02:00:00
16732,A,24.19,2025-02-28 02:15:00
16733,B,24.65,2025-02-28 02:15:00
16734,C,23.26,2025-02-28 02:15:00
16735,A,23.75,2025-02-28 02:30:00
16736,B,22.91,2025-02-28 02:30:00
16737,C,24.68,2025-02-28 02:30:00
16738,A,22.96,2025-02-28 02:45:00
16739,B,24.11,2025-02-28 02:45:00
16740,C,23.78,2025-02-28 02:45:00
16741,A,24.15,2025-02-28 03:00:00
16742,B,21.7,2025-02-28 03:00:00
16743,C,26.58,2025-02-28 03:00:00
16744,A,22.7,2025-02-28 03:15:00
16745,B,23.36,2025-02-28 03:15:00
16746,C,23.77,2025-02-28 03:15:00
16747,A,25.39,2025-02-28 03:30:00
16748,B,21.87,2025-02-28 03:30:00
16749,C,25.65,2025-02-28 03:30:00
16750,A,23.62,2025-02-28 03:45:00
16751,B,25.78,2025-02-28 03:45:00
16752,C,27.2,2025-02-28 03:45:00
16753,A,25.27,2025-02-28 04:00:00
16754,B,22.81,2025-02-28 04:00:00
16755,C,25.54,2025-02-28 04:00:00
16756,A,24.53,2025-02-28 04:15:00
16757,B,24.43,2025-02-28 04:15:00
16758,C,24.73,2025-02-28 04:15:00
16759,A,24.68,2025-02-28 04:30:00
16760,B,22.82,2025-02-28 04:30:00
16761,C,25.03,2025-02-28 04:30:00
16762,A,26.04,2025-02-28 04:45:00
16763,B,22.65,2025-02-28 04:45:00
16764,C,24.61,2025-02-28 04:45:00
16765,A,24.53,2025-02-28 05:00:00
16766,B,23.15,2025-02-28 05:00:00
16767,C,22.7,2025-02-28 05:00:00
16768,A,25.98,2025-02-28 05:15:00
16769,B,19.88,2025-02-28 05:15:00
16770,C,24.76,2025-02-28 05:15:00
16771,A,24.41,2025-02-28 05:30:00
16772,B,22.39,2025-02-28 05:30:00
16773,C,23.72,2025-02-28 05:30:00
16774,A,25.56,2025-02-28 05:45:00
16775,B,22.48,2025-02-28 05:45:00
16776,C,24.14,2025-02-28 05:45:00
16777,A,26.11,2025-02-28 06:00:00
16778,B,24.88,2025-02-28 06:00:00
16779,C,25.97,2025-02-28 06:00:00
16780,A,24.21,2025-02-28 06:15:00
16781,B,23.92,2025-02-28 06:15:00
16782,C,25.16,2025-02-28 06:15:00
16783,A,24.8,2025-02-28 06:30:00
16784,B,23.15,2025-02-28 06:30:00
16785,C,25.78,2025-02-28 06:30:00
16786,A,24.99,2025-02-28 06:45:00
16787,B,21.33,2025-02-28 06:45:00
16788,C,25.16,2025-02-28 06:45:00
16789,A,23.98,2025-02-28 07:00:00
16790,B,22.53,2025-02-28 07:00:00
16791,C,24.74,2025-02-28 07:00:00
16792,A,22.54,2025-02-28 07:15:00
16793,B,21.9,2025-02-28 07:15:00
16794,C,24.31,2025-02-28 07:15:00
16795,A,24.33,2025-02-28 07:30:00
16796,B,24.72,2025-02-28 07:30:00
16797,C,23.25,2025-02-28 07:30:00
16798,A,25.48,2025-02-28 07:45:00
16799,B,21.04,2025-02-28 07:45:00
16800,C,24.57,2025-02-28 07:45:00
16801,A,25.61,2025-02-28 08:00:00
16802,B,23.9,2025-02-28 08:00:00
16803,C,24.13,2025-02-28 08:00:00
16804,A,23.9,2025-02-28 08:15:00
16805,B,24.62,2025-02-28 08:15:00
16806,C,24.59,2025-02-28 08:15:00
16807,A,22.61,2025-02-28 08:30:00
16808,B,23.78,2025-02-28 08:30:00
16809,C,24.3,2025-02-28 08:30:00
16810,A,25.8,2025-02-28 08:45:00
